Date,Real,Predição
2017-05-31,13.238619804382322,13.179131
2017-06-01,13.384767532348633,13.249513
2017-06-02,13.451751708984377,13.451339
2017-06-05,13.211218833923338,13.398339
2017-06-06,13.275156974792482,13.111711
2017-06-07,13.567455291748049,13.302458
2017-06-08,13.360411643981935,13.6085
2017-06-09,13.439576148986816,13.391871
2017-06-12,13.256888389587404,13.47637
2017-06-13,13.205127716064451,13.32564
2017-06-14,13.086381912231444,13.17718
2017-06-15,13.086381912231444,13.052779
2017-06-16,13.153367042541504,13.007792
2017-06-19,13.454800605773926,13.123644
2017-06-20,13.256888389587404,13.430932
2017-06-21,12.928055763244627,13.257087
2017-06-22,13.125965118408203,13.036121
2017-06-23,13.372589111328123,13.342394
2017-06-26,13.603991508483888,13.406958
2017-06-27,13.305604934692383,13.723502
2017-06-28,13.396947860717772,13.306031
2017-06-29,13.473066329956058,13.451339
2017-06-30,13.74709510803223,13.341836
2017-07-03,13.914557456970217,13.741831
2017-07-04,13.829303741455078,13.993101
2017-07-05,13.914557456970217,13.862792
2017-07-06,13.82625961303711,13.993101
2017-07-07,13.945051193237305,13.793076
2017-07-10,14.02147102355957,13.829951
2017-07-11,14.30574893951416,13.905377
2017-07-12,14.553351402282717,14.40964
2017-07-13,15.134138107299806,14.518132
2017-07-14,15.033266067504885,15.2416725
2017-07-17,14.90182399749756,15.145927
2017-07-18,15.03937816619873,14.918581
2017-07-19,14.978243827819824,15.087607
2017-07-20,15.073005676269531,15.120662
2017-07-21,15.742443084716797,15.308716
2017-07-24,15.879991531372069,15.60064
2017-07-25,15.742443084716797,16.010477
2017-07-26,15.794407844543455,15.618605
2017-07-27,15.892218589782717,15.74615
2017-07-28,15.849431991577147,15.741425
2017-07-31,15.864709854125978,15.779687
2017-08-01,15.938070297241213,15.682679
2017-08-02,16.139820098876953,15.843416
2017-08-03,15.757729530334473,15.895443
2017-08-04,15.623220443725588,15.746047
2017-08-07,15.681302070617674,15.535184
2017-08-08,15.690478324890138,15.54711
2017-08-09,16.204011917114258,15.804784
2017-08-10,15.831084251403809,15.978556
2017-08-11,15.89527702331543,15.634767
2017-08-14,15.87082099914551,15.996748
2017-08-15,15.971693992614746,15.880102
2017-08-16,16.375198364257812,15.8332405
2017-08-17,16.369081497192383,16.519373
2017-08-18,16.858165740966797,16.510145
2017-08-21,16.873449325561523,17.080002
2017-08-22,17.42367172241211,16.993711
2017-08-23,17.42367172241211,17.492018
2017-08-24,17.866907119750977,17.294338
2017-08-25,18.01057243347168,17.883705
2017-08-28,18.21843147277832,17.923773
2017-08-29,18.31930923461914,18.043247
2017-08-30,18.1206169128418,18.085138
2017-08-31,18.203147888183597,18.084677
2017-09-01,18.389617919921875,18.157602
2017-09-04,18.704463958740234,18.410364
2017-09-05,18.90620994567871,18.83164
2017-09-06,18.94594955444336,18.937262
2017-09-07,18.94594955444336,18.781143
2017-09-08,19.334163665771484,18.80795
2017-09-11,19.49922752380371,19.309692
2017-09-12,19.47783088684082,19.141039
2017-09-13,18.845075607299805,19.1459
2017-09-14,18.756423950195312,18.875765
2017-09-15,18.8603630065918,18.876081
2017-09-18,18.66166877746582,18.973854
2017-09-19,19.019311904907227,18.817554
2017-09-20,18.67389678955078,19.092274
2017-09-21,18.863414764404297,18.854147
2017-09-22,18.64332771301269,18.99579
2017-09-25,18.5288028717041,18.817554
2017-09-26,18.27737808227539,18.41075
2017-09-27,18.03208351135254,18.033098
2017-09-28,17.783727645874023,18.206367
2017-09-29,17.694807052612305,17.656332
2017-10-02,17.887977600097656,17.679466
2017-10-03,18.39695930480957,17.860455
2017-10-04,18.53493309020996,18.39764
2017-10-05,18.09954071044922,18.437426
2017-10-06,18.03208351135254,18.021702
2017-10-09,18.148595809936523,18.17325
2017-10-10,18.160865783691406,18.173292
2017-10-11,17.783727645874023,18.216997
2017-10-12,17.783727645874023,17.658808
2017-10-13,17.725467681884766,17.652353
2017-10-16,17.857315063476562,17.758455
2017-10-17,17.446449279785156,17.915663
2017-10-18,17.93090057373047,17.566584
2017-10-19,18.17619514465332,17.709482
2017-10-20,18.09033966064453,18.25133
2017-10-23,18.09033966064453,18.084677
2017-10-24,18.21298599243164,18.022526
2017-10-25,18.166990280151367,18.065538
2017-10-26,17.743865966796875,18.20066
2017-10-27,18.09033966064453,17.832483
2017-10-30,17.783727645874023,18.021725
2017-10-31,17.743865966796875,17.679285
2017-11-03,17.63041877746582,17.852304
2017-11-06,17.52617073059082,17.699923
2017-11-07,18.464412689208984,17.603748
2017-11-08,18.73730087280273,18.46154
2017-11-13,18.274311065673828,18.876081
2017-11-14,18.13326835632324,18.042324
2017-11-15,18.13326835632324,18.084677
2017-11-16,18.740367889404297,18.084677
2017-11-20,19.24321556091309,18.854147
2017-11-21,19.31680679321289,19.180105
2017-11-22,19.18496322631836,19.16602
2017-11-23,19.16963195800781,19.17646
2017-11-24,19.19722366333008,19.117012
2017-11-27,19.13283920288086,19.317272
2017-11-28,19.32600212097168,19.145899
2017-11-29,19.04085350036621,19.14103
2017-11-30,18.4245548248291,19.097134
