Date,High,Low,Open,Close,Volume,Adj Close
2015-05-04,10.687829971313477,10.479212760925293,10.687829971313477,10.666666030883789,2834858.0,9.803997039794922
2015-05-05,10.63945484161377,10.473167419433594,10.61224365234375,10.536659240722656,4254768.0,9.684501647949219
2015-05-06,10.536659240722656,10.261526107788086,10.536659240722656,10.44293212890625,3896896.0,9.59835433959961
2015-05-07,10.4036283493042,10.222222328186035,10.282690048217773,10.309901237487793,2469710.0,9.476086616516113
2015-05-08,10.566892623901367,10.258502960205078,10.427815437316895,10.566892623901367,2267952.0,9.71229076385498
2015-05-11,10.551775932312012,10.240362167358398,10.551775932312012,10.29176139831543,5016816.0,9.459410667419434
2015-05-12,10.521540641784668,10.249432563781738,10.279666900634766,10.355253219604492,3526125.0,9.517770767211914
2015-05-13,10.542704582214355,10.279666900634766,10.303853988647461,10.506423950195312,4035480.0,9.65671443939209
2015-05-14,10.672713279724121,10.388509750366211,10.551775932312012,10.582010269165039,2796160.0,9.726188659667969
2015-05-15,10.672713279724121,10.191987037658691,10.521540641784668,10.318971633911133,3923025.0,9.484420776367188
2015-05-18,10.473167419433594,10.198034286499023,10.4036283493042,10.32199478149414,2158474.0,9.487200736999512
2015-05-19,10.297807693481445,9.995464324951172,10.252455711364746,10.068026542663574,5974998.0,9.25377082824707
2015-05-20,10.210127830505371,10.022674560546875,10.068026542663574,10.077096939086914,2083725.0,9.262107849121094
2015-05-21,10.080120086669922,9.762660026550293,10.077096939086914,10.068026542663574,2039735.0,9.25377082824707
2015-05-22,10.110355377197266,9.74452018737793,10.037792205810547,9.81103515625,2652615.0,9.01756763458252
2015-05-25,10.010581970214844,9.720332145690918,9.808012008666992,9.971277236938477,1241304.0,9.164847373962402
2015-05-26,9.91383171081543,9.61451244354248,9.898715019226074,9.647769927978516,5258925.0,8.867504119873047
2015-05-27,9.910807609558105,9.665909767150879,9.678004264831543,9.804987907409668,3587645.0,9.012006759643555
2015-05-28,9.804987907409668,9.656840324401855,9.729401588439941,9.693120956420898,3216874.0,8.909187316894531
2015-05-29,9.720332145690918,9.587301254272461,9.684050559997559,9.626605987548828,4491585.0,8.848052024841309
2015-06-01,9.750565528869629,9.61451244354248,9.623581886291504,9.750565528869629,2088686.0,8.961986541748047
2015-06-02,9.871503829956055,9.684050559997559,9.684050559997559,9.808012008666992,2946321.0,9.014786720275879
2015-06-03,9.880574226379395,9.753589630126953,9.880574226379395,9.826151847839355,3892927.0,9.031458854675293
2015-06-05,9.880574226379395,9.68102741241455,9.720332145690918,9.795918464660645,3026362.0,9.00367259979248
2015-06-08,9.823128700256348,9.659863471984863,9.789871215820312,9.69009780883789,1879652.0,8.90640926361084
2015-06-09,9.804987907409668,9.626605987548828,9.74452018737793,9.795918464660645,1940841.0,9.00367259979248
2015-06-10,10.074073791503906,9.74452018737793,9.786848068237305,9.956159591674805,5016485.0,9.150952339172363
2015-06-11,10.077096939086914,9.90476131439209,9.9803466796875,10.071049690246582,4005713.0,9.256550788879395
2015-06-12,10.010581970214844,9.931971549987793,9.944066047668457,9.986393928527832,2790537.0,9.178740501403809
2015-06-15,9.995464324951172,9.82917594909668,9.90476131439209,9.944066047668457,1648788.0,9.139833450317383
2015-06-16,10.0256986618042,9.841268539428711,10.013605117797852,9.880574226379395,1755951.0,9.0814790725708
2015-06-17,9.919878959655762,9.795918464660645,9.832199096679688,9.795918464660645,3142786.0,9.00367259979248
2015-06-18,9.971277236938477,9.756612777709961,9.877551078796387,9.892667770385742,2795168.0,9.092595100402832
2015-06-19,9.950113296508789,9.711261749267578,9.77475357055664,9.780800819396973,2413813.0,8.989774703979492
2015-06-22,9.968253135681152,9.647769927978516,9.844292640686035,9.696145057678223,2140944.0,8.911966323852539
2015-06-23,9.81103515625,9.678004264831543,9.759636878967285,9.68102741241455,1218152.0,8.898070335388184
2015-06-24,9.72637939453125,9.508691787719727,9.72637939453125,9.532878875732422,3082590.0,8.76190185546875
2015-06-25,9.566137313842773,9.436129570007324,9.538926124572754,9.478458404541016,2807075.0,8.711885452270508
2015-06-26,9.687073707580566,9.360544204711914,9.511714935302734,9.421011924743652,2955582.0,8.659082412719727
2015-06-29,9.448223114013672,9.2637939453125,9.372636795043945,9.37566089630127,1655403.0,8.617403030395508
2015-06-30,9.508691787719727,9.242630004882812,9.366591453552246,9.27286434173584,3901527.0,8.522915840148926
2015-07-01,9.578230857849121,9.275888442993164,9.303098678588867,9.502644538879395,2190888.0,8.76939582824707
2015-07-02,9.68102741241455,9.251700401306152,9.523809432983398,9.27286434173584,1720230.0,8.55734634399414
2015-07-03,9.363567352294922,9.148903846740723,9.27286434173584,9.176114082336426,1466214.0,8.46806526184082
2015-07-06,9.2637939453125,9.043083190917969,9.16099739074707,9.230536460876465,1056084.0,8.51828384399414
2015-07-07,9.2184419631958,9.06727123260498,9.097504615783691,9.076340675354004,1144064.0,8.375988006591797
2015-07-08,9.136810302734375,9.018896102905273,9.136810302734375,9.097504615783691,3511903.0,8.39551830291748
